Name_of_movie,Year_of_release,Watchtime,Movie_Rating,Metascore,Votes,Grosses,Description,Director,Stars,Genres
The Red Circle, 1970 ,140,7.9,92,"27,298",$0.37M,"After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist.",Jean-Pierre Melville,"['Alain Delon', 'Bourvil', 'Gian Maria Volontè', 'Yves Montand']","
Crime, Drama, Thriller            "
Nostalghia, 1983 ,125,7.9, ,"29,188",$0.01M,"A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved.",Andrei Tarkovsky,"['Oleg Yankovskiy', 'Erland Josephson', 'Domiziana Giordano', 'Patrizia Terreno']","
Drama            "
The Big Heat, 1953 ,89,7.9, ,"28,312", ,Tough cop Dave Bannion takes on a politically powerful crime syndicate.,Fritz Lang,"['Glenn Ford', 'Gloria Grahame', 'Jocelyn Brando', 'Alexander Scourby']","
Crime, Film-Noir, Thriller            "
Kagemusha, 1980 ,162,7.9,84,"37,417", ,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,Akira Kurosawa,"['Tatsuya Nakadai', 'Tsutomu Yamazaki', ""Ken'ichi Hagiwara"", 'Jinpachi Nezu']","
Drama, History, War            "
About Elly, 2009 ,119,7.9,87,"56,102",$0.11M,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,Asghar Farhadi,"['Golshifteh Farahani', 'Shahab Hosseini', 'Taraneh Alidoosti', 'Sajjad Dolati']","
Drama, Mystery            "
The Return, 2003 ,110,7.9,82,"46,830",$0.50M,"In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces.",Andrey Zvyagintsev,"['Vladimir Garin', 'Ivan Dobronravov', 'Konstantin Lavronenko', 'Nataliya Vdovina']","
Drama            "
My Man Godfrey, 1936 ,94,7.9,82,"25,809", ,A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.,Gregory La Cava,"['William Powell', 'Carole Lombard', 'Alice Brady', 'Gail Patrick']","
Comedy, Drama, Romance            "
Gully Boy, 2019 ,154,7.9,65,"42,335",$5.57M,A coming-of-age story based on the lives of street rappers in Mumbai.,Zoya Akhtar,"['Ranveer Singh', 'Alia Bhatt', 'Siddhant Chaturvedi', 'Vijay Raaz']","
Drama, Music, Romance            "
Beauty and the Beast, 1946 ,93,7.9,92,"27,604",$0.30M,"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.","Directors:Jean Cocteau, René Clément","['Jean Marais', 'Josette Day', 'Mila Parély', 'Nane Germon']","
Drama, Fantasy, Romance            "
No Man's Land, I   2001 ,98,7.9,84,"48,321",$1.06M,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",Danis Tanovic,"['Branko Djuric', 'Rene Bitorajac', 'Filip Sovagovic', 'Georges Siatidis']","
Comedy, Drama, War            "
Jab We Met, 2007 ,138,7.9, ,"56,834",$0.41M,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.,Imtiaz Ali,"['Shahid Kapoor', 'Kareena Kapoor', 'Tarun Arora', 'Dara Singh Randhawa']","
Comedy, Drama, Romance            "
The Lost Weekend, 1945 ,101,7.9, ,"39,301",$9.46M,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,Billy Wilder,"['Ray Milland', 'Jane Wyman', 'Phillip Terry', 'Howard Da Silva']","
Drama, Film-Noir            "
"4 Months, 3 Weeks and 2 Days", 2007 ,113,7.9,97,"62,536",$1.19M,A woman assists her friend in arranging an illegal abortion in 1980s Romania.,Cristian Mungiu,"['Anamaria Marinca', 'Laura Vasiliu', 'Vlad Ivanov', 'Alexandru Potocean']","
Drama            "
Elevator to the Gallows, 1958 ,91,7.9,94,"27,821",$0.11M,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",Louis Malle,"['Jeanne Moreau', 'Maurice Ronet', 'Georges Poujouly', 'Yori Bertin']","
Crime, Drama, Thriller            "
The Way He Looks, 2014 ,96,7.9,71,"27,118",$0.10M,"Leonardo is a blind teenager searching for independence. His everyday life, the relationship with his best friend Giovana, and the way he sees the world change completely with the arrival of Gabriel.",Daniel Ribeiro,"['Ghilherme Lobo', 'Fabio Audi', 'Tess Amorim', 'Lúcia Romano']","
Drama, Romance            "
The Rules of the Game, 1939 ,110,7.9,99,"30,649", ,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.",Jean Renoir,"['Marcel Dalio', 'Nora Gregor', 'Paulette Dubost', 'Mila Parély']","
Comedy, Drama            "
Kal Ho Naa Ho, 2003 ,186,7.9,54,"73,298",$1.79M,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",Nikkhil Advani,"['Preity G Zinta', 'Shah Rukh Khan', 'Saif Ali Khan', 'Jaya Bachchan']","
Comedy, Drama, Musical            "
Sullivan's Travels, 1941 ,90,7.9, ,"27,969", ,Hollywood director John L. Sullivan sets out to experience life as a homeless person in order to gain relevant life experience for his next movie.,Preston Sturges,"['Joel McCrea', 'Veronica Lake', 'Robert Warwick', 'William Demarest']","
Adventure, Comedy, Drama            "
C.R.A.Z.Y., 2005 ,129,7.9,81,"33,823", ,"A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values.",Jean-Marc Vallée,"['Michel Côté', 'Marc-André Grondin', 'Danielle Proulx', 'Émile Vallée']","
Comedy, Drama            "
Through a Glass Darkly, 1961 ,90,7.9,84,"26,807", ,"Recently released from a mental hospital, Karin rejoins her emotionally disconnected family in their island home, only to slip from reality as she begins to believe she is being visited by God.",Ingmar Bergman,"['Harriet Andersson', 'Gunnar Björnstrand', 'Max von Sydow', 'Lars Passgård']","
Drama            "
Pad Man, 2018 ,140,7.9, ,"27,842",$1.66M,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.",R. Balki,"['Akshay Kumar', 'Radhika Apte', 'Sonam Kapoor', 'Jyoti Subhash']","
Comedy, Drama            "
Badhaai Ho, 2018 ,124,7.9, ,"36,694", ,A man is embarrassed when he finds out his mother is pregnant.,Amit Ravindernath Sharma,"['Ayushmann Khurrana', 'Neena Gupta', 'Gajraj Rao', 'Sanya Malhotra']","
Comedy, Drama            "
Super 30, 2019 ,154,7.9, ,"35,224",$2.27M,Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.,Vikas Bahl,"['Hrithik Roshan', 'Mrunal Thakur', 'Nandish Singh Sandhu', 'Veerendra Saxena']","
Biography, Drama            "
Airlift, 2016 ,130,7.9, ,"58,276", ,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",Raja Menon,"['Akshay Kumar', 'Nimrat Kaur', 'Kumud Mishra', 'Prakash Belawadi']","
Action, Drama, History            "
Dev.D, 2009 ,144,7.9, ,"31,781",$0.01M,"After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?",Anurag Kashyap,"['Abhay Deol', 'Mahie Gill', 'Kalki Koechlin', 'Dibyendu Bhattacharya']","
Comedy, Drama, Romance            "
Baby, I   2015 ,159,7.9, ,"59,354", ,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.",Neeraj Pandey,"['Akshay Kumar', 'Danny Denzongpa', 'Rana Daggubati', 'Taapsee Pannu']","
Action, Crime, Thriller            "
Mission: Impossible - Dead Reckoning Part One, 2023 ,163,7.8,81,"169,248", ,Ethan Hunt and his IMF team must track down a dangerous weapon before it falls into the wrong hands.,Christopher McQuarrie,"['Tom Cruise', 'Hayley Atwell', 'Ving Rhames', 'Simon Pegg']","
Action, Adventure, Thriller            "
John Wick: Chapter 4, 2023 ,169,7.8,78,"289,500", ,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",Chad Stahelski,"['Keanu Reeves', 'Laurence Fishburne', 'George Georgiou', 'Lance Reddick']","
Action, Crime, Thriller            "
Get Out, I   2017 ,104,7.8,85,"664,474",$176.04M,"A young African-American visits his White girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",Jordan Peele,"['Daniel Kaluuya', 'Allison Williams', 'Bradley Whitford', 'Catherine Keener']","
Horror, Mystery, Thriller            "
The Batman, 2022 ,176,7.8,72,"738,921",$369.35M,"When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.",Matt Reeves,"['Robert Pattinson', 'Zoë Kravitz', 'Jeffrey Wright', 'Colin Farrell']","
Action, Crime, Drama            "
Everything Everywhere All at Once, 2022 ,139,7.8,81,"484,592",$72.86M,A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,"Directors:Daniel Kwan, Daniel Scheinert","['Michelle Yeoh', 'Stephanie Hsu', 'Jamie Lee Curtis', 'Ke Huy Quan']","
Action, Adventure, Comedy            "
Pride & Prejudice, 2005 ,129,7.8,82,"318,938",$38.41M,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",Joe Wright,"['Keira Knightley', 'Matthew Macfadyen', 'Brenda Blethyn', 'Donald Sutherland']","
Drama, Romance            "
Ghostbusters, 1984 ,105,7.8,71,"433,932",$238.63M,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",Ivan Reitman,"['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis']","
Action, Comedy, Fantasy            "
The Gentlemen, 2019 ,113,7.8,51,"373,405",$36.47M,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",Guy Ritchie,"['Matthew McConaughey', 'Charlie Hunnam', 'Michelle Dockery', 'Jeremy Strong']","
Action, Crime            "
The Irishman, 2019 ,209,7.8,94,"415,937",$7.00M,"An illustration of Frank Sheeran's life, from W.W.II veteran to hit-man for the Bufalino crime family and his alleged assassination of his close friend Jimmy Hoffa.",Martin Scorsese,"['Robert De Niro', 'Al Pacino', 'Joe Pesci', 'Harvey Keitel']","
Biography, Crime, Drama            "
The Sandlot, 1993 ,101,7.8,55,"99,461",$32.42M,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",David Mickey Evans,"['Tom Guiry', 'Mike Vitar', 'Art LaFleur', 'Patrick Renna']","
Comedy, Drama, Family            "
The Big Short, 2015 ,130,7.8,81,"466,701",$70.26M,"In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.",Adam McKay,"['Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt']","
Biography, Comedy, Drama            "
Willy Wonka & the Chocolate Factory, 1971 ,100,7.8,67,"214,945",$4.00M,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,Mel Stuart,"['Gene Wilder', 'Jack Albertson', 'Peter Ostrum', 'Roy Kinnear']","
Family, Fantasy, Musical            "
Drive, I   2011 ,100,7.8,79,"684,849",$35.06M,A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver.,Nicolas Winding Refn,"['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Albert Brooks']","
Action, Drama            "
Puss in Boots: The Last Wish, 2022 ,102,7.8,73,"157,989",$168.46M,"When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish.","Directors:Joel Crawford, Januel Mercado","['Antonio Banderas', 'Salma Hayek', 'Harvey Guillén', 'Florence Pugh']","
Animation, Adventure, Comedy            "
Rogue One: A Star Wars Story, 2016 ,133,7.8,65,"670,774",$532.18M,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",Gareth Edwards,"['Felicity Jones', 'Diego Luna', 'Alan Tudyk', 'Donnie Yen']","
Action, Adventure, Sci-Fi            "
The Notebook, 2004 ,123,7.8,53,"601,192",$81.00M,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom. However, social differences soon get in the way.",Nick Cassavetes,"['Gena Rowlands', 'James Garner', 'Rachel McAdams', 'Ryan Gosling']","
Drama, Romance            "
Predator, 1987 ,107,7.8,47,"442,948",$59.74M,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,John McTiernan,"['Arnold Schwarzenegger', 'Carl Weathers', 'Kevin Peter Hall', 'Elpidia Carrillo']","
Action, Adventure, Horror            "
Little Women, 2019 ,135,7.8,91,"230,502",$108.10M,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",Greta Gerwig,"['Saoirse Ronan', 'Emma Watson', 'Florence Pugh', 'Eliza Scanlen']","
Drama, Romance            "
Apocalypto, 2006 ,139,7.8,68,"324,773",$50.87M,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",Mel Gibson,"['Gerardo Taracena', 'Raoul Max Trujillo', 'Dalia Hernández', 'Rudy Youngblood']","
Action, Adventure, Drama            "
The Breakfast Club, 1985 ,97,7.8,66,"425,089",$45.88M,Five high school students meet in Saturday detention and discover how they have a great deal more in common than they thought.,John Hughes,"['Emilio Estevez', 'Judd Nelson', 'Molly Ringwald', 'Ally Sheedy']","
Comedy, Drama            "
